"Genes","Cell_Type3","Cell_Type2","Cell_Type1","Cell_Type4"
"Gene376",78.3022665263635,81.2302431721743,66.0289449309929,71.9526573248925
"Gene377",1.08479030834781,1.0747185929551,1.12852646482087,0.980828517927478
"Gene378",4.2905163566912,13.1288191277355,3.73592758603429,4.47654678806827
"Gene379",134.131516050086,82.4751376876704,68.2545834511886,73.014785366605
"Gene380",53.8843416804483,55.5961917803506,45.4790829434827,48.2592371606705
"Gene381",21.9869236065626,21.990022759217,17.8518815482595,19.3074350020488
"Gene382",1.01719449712819,1.067079544761,0.808212181767671,0.259292675163137
"Gene383",13.0925024154979,13.0474612682559,10.930909765073,12.0802341319795
"Gene384",31.7990394553519,30.6995341757756,26.1418162915297,26.5847961208802
"Gene385",82.3209520686961,4.23135702654615,12.4329902188532,12.9635072855868
"Gene386",0,0,0,0
"Gene387",5.32220428545872,8.28178637859616,4.61320666217601,4.54337440429146
"Gene388",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.0276757090028594
"Gene389",1418.01413055267,1436.59949257964,4223.22326996237,1260.00970834886
"Gene390",9.84304491727532,9.65452406364024,7.65088263566175,8.71893798497388
"Gene391",20.4241427693878,6.17941434024662,4.92277871798155,5.30621561539348
"Gene392",1.383131308455,0.49686337483459,0.524639799832543,0.472044620605876
"Gene393",242.840563640241,77.0634757030681,202.987219777742,221.848283039114
"Gene394",25.2116407544793,25.977637581834,75.6857299874457,27.7291264210916
"Gene395",1.63407486975519,4.68381159945692,1.31258400946493,1.46255513129773
"Gene396",2.52575699219141,2.30455595265057,0.600781042035729,1.30847986319035
"Gene397",20.4746920448034,7.67501982769162,17.9984745631361,18.5843130078644
"Gene398",54.9025183390747,176.908527152637,143.593477052772,33.0213265218947
"Gene399",1171.74826106858,309.015446308753,2936.01458051615,1042.56355541504
"Gene400",1.21102847589931,1.04042993112169,0.341753293515769,1.04708585348852
"Gene401",21.4281480664865,3.3786208525526,18.318675443827,19.3987975451546
"Gene402",205.7318389078,64.4424462006995,52.4338865926994,56.9113418579292
"Gene403",0.777058558303314,0.223816687741863,0.354181733179223,2.58313388406321
"Gene404",1267.32175026242,1281.99270260802,2415.94619327581,1112.39355119268
"Gene405",23.4992856639925,23.4863713399585,19.787148941391,21.8559721311802
"Gene406",988.121222307005,998.66645380298,820.738144218715,877.823559340032
"Gene407",45.5816045377388,196.879084012711,58.6340642371364,77.1675868302282
"Gene408",7.52903830152787,7.56684209337943,6.00755290860578,6.6233658355476
"Gene409",49.869479388515,21.3673670549642,42.4525963222411,306.934682599372
"Gene410",50.9422097298625,22.9116646915416,43.9130896911097,46.1977289819941
"Gene411",27.7513826028682,7.2754884677882,19.7937762816019,25.4730946982443
"Gene412",0.106575702355609,0.150232363550739,0.102291923916399,0.11789427947837
"Gene413",29.2879419798383,28.0769936493063,24.0549496394761,19.4956669616185
"Gene414",90.3714851803092,90.4063971910662,76.1333474973923,80.5626684203997
"Gene415",35.6861305956951,34.8163237358213,29.48279468886,31.9249086132262
"Gene416",27.4021951884701,26.799310805134,22.5735023225048,23.8348762858217
"Gene417",7.23120387976634,15.2958569890835,12.7702505254865,49.8548562466832
"Gene418",16.1942698958619,30.5528617446166,14.2435758418649,15.3885001527262
"Gene419",49.3829442504605,48.3084489589739,31.6124216078927,43.6592031678127
"Gene420",56.1883331513724,56.5261010675009,48.6306281641405,51.6307177193129
"Gene421",12.2999325145572,39.8325496247108,32.8827915472569,34.7088267254006
"Gene422",33.9717756021004,34.0568926574205,26.6070539073591,30.547562302542
"Gene423",6.73866519215971,6.64452514014756,5.37492042960091,6.23708675456421
"Gene424",216.813028606563,99.4233666109862,188.180379665202,192.730678642458
"Gene425",7.19375833252486,6.87880917463876,7.15750072986367,6.12762698719884
"Gene426",71.9602755287307,71.3391580293256,59.5498949946285,63.9385424074582
"Gene427",95.4267224523981,97.8232812560599,12.8670091445309,84.795864279312
"Gene428",26.0423879043637,49.4558810151111,40.3667727930473,42.4282727155199
"Gene429",19.6846983967052,20.8027940675667,16.5615213643145,19.1393290767513
"Gene430",1.52156565441371,1.33758417174075,1.08925786736857,1.20254410297741
"Gene431",66.1853997523192,24.4955824323568,20.0818774981384,21.4786335045206
"Gene432",0.17729369029202,0.239322728793542,0.20546106428608,0.212500859686579
"Gene433",0.309928361787133,1.78031570703809,0.432376352759587,0.616814589609277
"Gene434",17.7555126387661,17.1668517877561,14.6647810232794,40.4833556115769
"Gene435",51.9193374087418,53.8928107564422,141.031869094052,46.0549301007153
"Gene436",24.6209927295164,26.9050345170541,6.38786502366401,75.8106630143347
"Gene437",26.3199288827532,26.2775112283533,22.955113851247,24.0178389331992
"Gene438",51.6813411588267,25.833504482547,73.6745314232249,47.071781725331
"Gene439",3.73687848618753,3.79507609762191,3.00671937967813,3.42043163687726
"Gene440",125.712051027355,128.760561303945,152.129551855078,112.624435401511
"Gene441",0.108867114170258,0.0593754498287174,0.0651611413832729,0.241752712151118
"Gene442",108.192847544276,97.9578751249986,89.4445204537039,21.7310611265754
"Gene443",6.13609675799467,1.1575490002402,2.36663867875078,0.856698558048881
"Gene444",27.297931829924,28.4341818451238,9.03604850502736,25.8849326576159
"Gene445",7.13587422523743,2.57039106439035,1.00600939426672,2.58054509797451
"Gene446",3.0578671534994,3.06603292265502,2.63968349871891,2.8570387911114
"Gene447",819.021246398551,827.970450628537,687.420576273666,732.608012627072
"Gene448",44.0429030668939,43.7601153951267,17.9237924728087,156.044169531342
"Gene449",1799.29714157561,1857.86715525341,297.912493245521,1623.61720955803
"Gene450",5.34807456102946,16.1406078710851,4.42050709891299,4.79372607683017
"Gene451",5.80809979915824,10.9802385773339,8.99026954989145,9.17903837325545
"Gene452",167.917304044025,171.712775446447,140.589453332933,148.746631294913
"Gene453",23.3934994376794,23.7201585180617,20.4483867690426,5.21472523481953
"Gene454",2.65171213111287,2.7377205932492,2.43969047055707,2.40300430908421
"Gene455",93.6692735894776,96.5626835296043,80.8590505351102,85.7464091000597
"Gene456",47.0556074640403,364.479346717983,40.6650448421419,42.5170866618039
"Gene457",39.3920324453889,38.9528209967884,32.904280656668,35.6924101819505
"Gene458",0.220256605393536,0.0785306626558064,0.0703746941814209,0.118142520595228
"Gene459",57.6222049685523,14.6709399276993,11.7102286814607,12.3717478767136
"Gene460",28.9938791554247,28.8106198652396,23.5001463427167,25.4663334249085
"Gene461",62.1045842419859,61.5992573002924,105.033291488327,55.621057041624
"Gene462",14.8525008654264,15.1067166438305,12.5874562988113,13.1472425305219
"Gene463",53.8619543765656,55.3356531143632,45.7125219331547,48.6653609223167
"Gene464",104.054832948359,106.39342402787,89.9843519607692,94.275401492892
"Gene465",55.7698572807239,56.3389037870801,28.8704145000189,48.5842111453153
"Gene466",33.0293975645789,33.9233325417636,26.9562710600891,29.5973589219117
"Gene467",36.3361727601242,35.8618007431768,29.7271707421021,31.6219041523637
"Gene468",30.660677733072,31.0507670683889,26.5197276936671,27.0216884675824
"Gene469",17.0793745317488,31.3529621302804,14.5941830560079,15.3236645582427
"Gene470",6.93860278096591,6.82025077433007,5.94483026374507,5.36901546735291
"Gene471",242.886235678544,243.884933029231,201.925120322758,586.291124795978
"Gene472",11.8143991855894,11.6037973281356,10.2028000927137,3.92323988338307
"Gene473",33.7674599105519,10.447743360585,29.137794351847,31.0231290119179
"Gene474",88.7927815962838,89.2186306103214,76.2569293235989,84.3653170509741
"Gene475",31.6364041557785,31.8520800340685,26.9472397728513,28.9385448864162
"Gene476",26.7887530361349,27.4406028369005,22.0682530957268,23.9722621193569
"Gene477",0.0122324066900794,0.00946368737942027,0.0032467522424484,2.22044604925031e-16
"Gene478",11.4654302763443,11.2943134166141,9.60266506019398,10.4205082200235
"Gene479",66.8430933292959,67.6600697526308,57.0405079524738,60.1180716842173
"Gene480",10.4002722911475,9.87092803855115,8.22743450642073,9.62793033607454
"Gene481",1.59584665471165,8.63667164176388,1.37512965022016,1.26460447070294
"Gene482",6.73337754102331,6.36035254871513,6.08147079484826,5.67649714632273
"Gene483",19.6165813928648,1.70379666600093,15.6893292725798,16.7402315200634
"Gene484",563.905679328695,1967.58051453872,1625.44211750188,1090.611221598
"Gene485",0.0579438546243063,0.0552423852764076,0.0456590731339674,0.0285230704641079
"Gene486",13.3931647919506,14.0616615073868,11.1063968852141,12.3021977850327
"Gene487",3.906931442293,3.93436191143745,3.29274369025574,3.79529971577373
"Gene488",74.7936752564878,74.8170543611462,190.107746692378,45.6756973232896
"Gene489",0.012493130039389,0.0515576571964627,0.0119308795673126,0.00923781324264765
"Gene490",23.0304726074064,16.2293184733683,19.1445334972991,20.8203307466116
"Gene491",47.248727582107,182.0357045603,39.8913441014785,14.6930906447827
"Gene492",0.941810675671536,1.09037273143369,0.791140532094865,0.757396684546524
"Gene493",21.8057324055742,21.8281478410452,19.0074802630352,43.604541737862
"Gene494",78.4925232796938,78.2220510094645,64.8695346423494,15.3317089854234
"Gene495",11.7748174283571,12.0347512133723,9.50754605595241,11.2898642421017
"Gene496",26.8832762859926,125.275621963769,23.720900399815,6.48227271496646
"Gene497",9.58928289064295,36.5577968318545,7.74213781327622,8.92833076017543
"Gene498",2.86158381932242,2.99575017993135,2.58297345141439,1.51007005420091
"Gene499",19.9228650200405,21.0815373554639,36.4567071511766,18.1511178159271
"Gene500",0.205003478402204,0.232821924926557,0.182764228032868,0.0678480380480866
